web-scraper-order,web-scraper-start-url,Name,Duration,Date,Review,Rating,Likes,pages ,pages -href
,,,,,,,,,
"I can’t believe how some Dr’s dismiss patients complaints of pain. Trying low dose of Pravastatin. We’ll see.""""""",10-May,1,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9,,,,,
1686669354-92,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Todd...,Taken for 1 to 2 years,28-Sep-21,"For High Cholesterol 							""This drug has really had a negative impact on my life.",,,,
"Unfortunately, I took atorvastatin for about 18 months before I finally pinpointed that it was definitely the cause of my problems.",,,,,,,,,
"Aching joints, muscle spasms, digestive discomfort, nausea, indigestion and fatigue.",,,,,,,,,
"After one of my friends told me that he had numerous side effects from the same medication, I stopped taking it.",,,,,,,,,
Within 2-3 days I was feeling 100% better.,,,,,,,,,
"One of my doctors told me that she did not think that the medication was the root of my problems but to be sure, start back taking it and see if the symptoms returns.",,,,,,,,,
"Within 1 full day of taking a morning dose, all of the horrible side effects returned with the same severity.",,,,,,,,,
That's it ....I stopped taking it again and within a couple of days all of the side effects let again.,,,,,,,,,
"Maybe some people are affected differently but for some, this medication doesn't suit me at all""""""",10-Jan,2,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9,,,,,
1686669354-93,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Freddy,Taken for less than 1 month,15-Oct-21,"For High Cholesterol 							""Horrible medication.",,,,
"After just a week on a low dose I started to feel exhausted, no energy, low mood, sleep disturbance, waking up in the middle of the night.  Confusion, lack of concentration, dizziness, reduced appetite, depression.",,,,,,,,,
,,,,,,,,,
"There must be something better than these awful drugs.""""""",10-Feb,2,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9,,,,,
1686669354-94,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,peppe...,5-Aug-21,,"For High Cholesterol 							""After twelve years of my Doctor insisting that I take something for my high cholesterol, I finally agreed to take Atorvastatin. I took it for a month and a half, but started getting red blotches on my skin.  These hives appeared everywhere on my body. The itch was horrendous.  I didn't see the correlation between the drug and the blotches until my wife googled my condition.  I was having an allergic reaction to the Atorvastatin. It was  CIU (Chronic Idiopathic Urticaria). A ""living nightmare"" I was experiencing! My wife advised me to get off of it and for one week, no problems. But my Doctor advised against it. Got back on it and the hives came back with a vengeance. Hopefully, this drug will soon be exorcised from my body (metaphorically speaking of course), and I will be able to get back to some sort of normalcy? People, be careful if you take this drug! It effects different people in different ways. You might roll the dice and get a seven, or conversely, roll and get snake eyes!""",10-Jan,2,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-95,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Lee,Taken for 2 to 5 years,22-Sep-21,"For High Cholesterol 							""After 4 years complaining/ multiple Drs /rhuem/ neurological/ Cardi/ PC/ emergency room visits/PT / an insurance person contacted my cardiologist and asked if my arm pains could be linked to atorvastatin. Now off a week tomorrow still having dull aches arms.I  had suffered multiple issues/ pain /twitching /bed bound from fatigue /weight gain /fog/ heel pain /balance off /ringing in ears /ear pain / stomach bloated always a mess/ None all at the same time. I got every book I had an ANA TEST at my request. I was sick of being told they found nothing . So that test came back speckled positive/ but false positive to them after still not finding enough. Should I seek all new Drs? Why didn’t anyone pick up on this/ it’s horrible.""",10-Jan,2,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-96,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Flower,Taken for 6 months to 1 year,12-Feb-22,"For High Cholesterol 							""The only atorvastatin I am able to take is made by the ""Lupin"" manufacturer. All others have given me horrific Charlie horses in both my legs & feet. So far I have found that Walgreens carries this manufacturer. It works pretty well on my blood work too.""",10-Sep,1,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-97,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,linda,Taken for 10 years or more,15-Dec-21,"For High Cholesterol 							""I have been on Lipitor about 10 years, 80 mg. I started now to develop a tiredness and weakness in all my muscles-legs, arms, neck, chest, etc. My legs feel heavy. All exercises have become very difficult and painful. I'm very frightened. My cardiologists have set me up for 2 blood tests - CK and Aldolase. We shall see if they are elevated. Then what , if they are. Does this muscle inflammation stop or will I become a cripple? I am very fearful and waiting for results.""",10-Feb,1,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-98,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,Taken for less than 1 month,5-Oct-21,"For High Cholesterol 							""During the course of 6 weeks of taking Atorvastatin I immediately experienced the feeling that you're on drugs, extreme fatigue that lasted 5-6 hours upon waking, some increased libido, beginning at week 4 moderate sciatia in lower torso and interrupted sleep. Decided to stop sugar and lose weight instead of taking cholesterol meds. Also, requested from library: Pure, White and Deadly.""",,1,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-99,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,yvl,Taken for 1 to 6 months,16-Aug-21,"For High Cholesterol 							""48 y.o., male, high cholesterol condition. Tried Pitavastatin and Rosuvastatin, both with unpleasant side effects. Swapped to Atorvastatin (lipitor), starting from 5 mg daily: as results - 40% less cholesterol after 2 month usage. Doctor recommended increase to 10 mg, and after 2 weeks - some serious headaches occurred. Now, will try Q10, and in case it will not help - get back to 5 mg. BTW: ""solid male function"", even after 5 mg dosage.""",10-Jun,1,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-100,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,Taken for 1 to 6 months,15-May-22,"For High Cholesterol 							""Started feeling pain in my knee and shoulders and forearms. My husband takes “Red Yeast Rice”. for high cholesterol, the doctor told him keep taking it because it works and no side effects! I’m going on red yeast rice! Tired of all these side effects.""",10-Jan,0,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-101,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Worried,Taken for less than 1 month,25-Feb-22,"For High Cholesterol 							""I have been taking Simvastatin for ten years. When I first started taking them I  had quite a lot of muscle pain but the pain eventually went away after a year or so.  A month ago my doctor changed me to Atorvastatin (Why, I don't know ), within a month I have muscle pain returned, weak legs, plus I seem to get irritable easily.",,,,
"Worried !""""""",,0,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9,,,,,
1686669354-102,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Charlie...,Taken for 1 to 2 years,5-Jan-22,"For High Cholesterol 							""They put me on 80mg it's been a year now  my stomach been bad. Keep looking for a toilet feeling bloated it didn't give me pains in my arms or legs. Today I thought after being on them a year and been to the toilet like 100 times let me check the reviews on my tablets to see what is causing me these problems then I came across your review letting me understand these tablet are causing me IBF.""",10-Oct,0,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-103,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,works...,Taken for 1 to 2 years,12-Aug-21,"For High Cholesterol 							""Was on Crestor with muscle pain. Tried atorvastatin 10mg and then 20 mg - now have LDL at 68. I recommend trying different statins and lower doses to find one that doesn't bother you. I most clearly was rosuvastatin intolerant.""",10-Oct,0,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-104,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Thomas,Taken for 1 to 6 months,17-May-23,"For High Cholesterol 							""I have been on this medication before with no side effects. I stopped for a while then went back on it.. weeks after starting I felt horrible. Headaches, muscle aches, ringing in the ears, nausea, diarrhea, and dizziness. I ended up in the ER and then later saw my doctor who told me about the side effects and to stop taking it. Hoping to feel better soon. This medication is HORRIBLE, it shouldn’t be prescribed. The side effects are worse than the benefits. I rate it a zero.""",,0,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-105,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,Taken for 1 to 6 months,10-Jul-22,"For High Cholesterol 							""Had high cholesterol , Dr put me on atorvastatin, took for 3 months. Started feeling pain in shoulders and down both arms. Could not put my arms over my head, very stiff. Also, experiencing memory loses. I knew it was this drug, because it was the only prescription I was taking. It was a terrible experience. I went to an acupuncturist for help, and he helped me greatly. Taking red yeast rice with coq10 for my high cholesterol. Dr says it’s working, keep doing what you're doing! I’m doing a happy dance!!""",10-Jan,0,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-106,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Sharon,Taken for 1 to 6 months,23-May-22,"For High Cholesterol 							""Was prescribed 20 mg a day from my Dr. After 3 weeks was noticing severe shoulder pain in my right and left shoulders and forearms. My arms were so weak I couldn’t hold them above my head. I stopped taking this drug immediately after reading the reviews. I am taking “red yeast rice” and coq10 every other day 1 tab each. My husband has been taking this for his high cholesterol, and it has lowered his scores substantially! With no side effects! His Dr says, whatever your taking, keep taking it!""",10-Jan,0,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-107,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Lestrol...,Taken for less than 1 month,20-Jan-22,"For High Cholesterol 							""I have been on this pill for 2 months now. Experiencing  the same side effects muscles  aches, cramps, headache, nausea  and stomach problems. By reading what others says about this drug helped me to understand why I'm  having all these pains without realizing  that it's due to this drug. ",,,,
"Got to see my Doctor .""""""",,0,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9,,,,,
1686669354-108,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,Taken for 1 to 6 months,3-Sep-21,"For High Cholesterol 							""Within 4 weeks of taking this drug I could not sit down or walk properly due to horrendous back pain and muscle spasms. I also suffered excruciating cramp in my toes, a very bloated stomach and constipation as my back was so painful I could not go to the toilet to pass any stools.  I also felt very light headed and nauseous. I ended up having to take diazepam, 8 paracetamol a day and lactulose 3 times a day. I told my doctor and he advised me to stop taking them straight away. I am hoping I will soon be back to normal and able to continue walking my 5 to 8 miles a day even at 70 years of age. Never again will I take a statin.""",10-Jan,0,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-109,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Dereya,14-Nov-15,,"Lipitor (atorvastatin) for High Cholesterol 							""I have been using a Lipitor for  only one week but am feeling fatigue and muscle pains, my cholesterol drops down from 130 to 100, but too much side effect, I decided to stop and  now am feeling OK""",,120,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669383-110,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Giles...,Taken for 2 to 5 years,13-Oct-17,"For High Cholesterol 							""Started taking Atorvastatin because the Crestor I was taking previously became far too expensive for me to afford after the promotional discounts ran out and my insurance plan changed, resulting in my having to pick up the entire tab of $920 every 3 months. Atorvastatin, on the other hand, while not quite as effective, was far cheaper, at $30 per 90 days.",,,,
,,,,,,,,,
"The test results, while not nearly as good as Crestor (which was AMAZING),but  are still acceptable, with some results a bit beyond the normal ranges, while with Crestor, every result was perfect.",,,,,,,,,
,,,,,,,,,
"Zero side effects. Considering the very low cost of Atorvastatin, I am overall quite happy with it.",,,,,,,,,
,,,,,,,,,
"Age 57. Started taking after a massive heart attack and quintuple bypass surgery.""""""",10-Aug,19,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8,,,,,
1686669383-111,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Cheryl...,13-Mar-15,,"For High Cholesterol 							""I only took Atorvastatin (40mg tabs) for two days and noticed a slight rash all over my torso.  The next day it had spread and looked redder.  Nurse said to take Benadryl and go to ER if it became worse. """,10-Jan,25,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-112,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Man...,Taken for 1 to 6 months,21-Oct-16,"For High Cholesterol 							""Im a 51yr old male prescribed 10mg of Atorvastatin. I sleep much better with little leg cramps if any at all. I drink plenty of water which helps with cramps and dehydration which is my cause of leg cramps. I have no side effects of nightmares only good dreams that I can remember.""",10-Sep,21,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-113,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Cameo...,10-Dec-15,,"For High Cholesterol 							""I was given Lipitor 20 mg. 8 days ago,last night I found a rash under my left breast the size of a half dollar,it does not itch or anything,the only thing that has changed is the lipitor,I will NOT take it any more.I knew it had to be something new I had done & this was it. After my research on here,I am sure that is what it is.I have never had chicken pox,I know it can NOT be shingles. Since I have never had a heat rash in the summer & now it is cooler weather,it has to be the lipitor.I have some other my Dr. gave me a couple of years back & I only took 14 but noticed no side affects.The pharmasist said maybe wait a couple of days to start the other.Never knew my cholesterol was as high as 381 till recently!Lipitor is NOT FOR ME!""",10-Jan,23,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-114,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Unhappy,Taken for less than 1 month,12-Jun-22,"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""I was put on 20 mg of Lipitor for high LDL and atherosclerosis of the aorta.  I also have a hole in my heart.  I started getting headaches and migraines 24/7, memory loss and wicked moodiness ( and I'm normally a happy person).  It took me a little over a week to realize it was the Lipitor.  I stopped immediately, it was hard for me to work and I had no personality because I felt awful.  I have to get the groin heart surgery done to close the hole in my heart anyway so I am willing to take that risk rather than take that med ever again!""",10-Jan,5,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-115,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Janine,27-Jun-17,,"For High Cholesterol 							""Difficulty commencing in meds, but eventually settled down. I have been on this medication, for 12 months, after 2 months developed neuropathy, but it wasn't considered that this may be the cause. This week after being on it for 12 months, the GP has stopped it to see if there are any change to symptoms. What I would like to know if anyone has any experience of withdrawal effects from this as I feel dreadful after being off it 5 days. Legs are like jelly, wobbly, nausea, headache, and extremely tired.""",10-May,19,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-116,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Richard,Taken for 1 to 2 years,2-Feb-22,"Lipitor (atorvastatin) for High Cholesterol 							""I began taking atorvastatin after cardiac bypass surgery. 4 arteries 75%+ blocked. Starting at 40mg my LDL cholesterol level dropped dramatically, and my HDL climbed slightly. Had some issues with muscle cramping especially in legs, so Dr. cut dosage to 20 mg. after 6 months on lower dosage my HDL is 58,  LDL is 42, triglyceride is 56, total cholesterol 106. Cardiac doc says these are great #s, and muscle problems are minimal, with no other side effects. Heart surgery is no fun at all, do what you can to avoid it.""",10-Sep,6,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-117,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Prako,12-Aug-21,,"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""My chlosterol was high and after some blood work my doctor told me that my risk factor was high. I was put on atorvastatin 40 mg. My cholesterol went down and I am doing well. I have no side effects so far. I continue to do blood work and it's fine.""",10-Oct,7,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-118,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Chris,Taken for less than 1 month,20-Feb-21,"For High Cholesterol 							""I was told 12/28/2020 that my cholesterol level was 312. I was prescribed Lipitor. February 15th, 2021 I had another lipid panel done. I found out that same day that my new cholesterol reading is 224. My diet wasn't altered much. Financial times are tough. The fact that my cholesterol went down 88 points in two weeks is really shocking to me. I haven't experienced any side effects from the Lipitor either. Amazing drug.""",10-Oct,8,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-119,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Nicho...,Taken for 1 to 6 months,9-Jul-22,"For High Cholesterol 							""This drug is like a slow poison, after few days of taking it, started to feel pain in my fingers, talked to my doctor and they said I can continue the ""medication"", slowly other side effects started to develop, low energy, tiredness, dizziness, confusion, panic attacks, anxiety, and general feeling of awfulness. I messaged my doctor last night and stopped the medication without their approval, I will never take it again.""",10-Jan,4,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-120,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Steve...,Taken for less than 1 month,28-Jun-18,"For High Cholesterol 							""I can only speak for 6 days as atorvastatin  is the 1st statin I have taken.  My Dr. prescribed the 40 mg pill to lower my cholesterol.  So far no side effects, other then that my dreams at night are move vivid, but I still am sleeping pretty well.""",10-May,14,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-121,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Craig...,Taken for 6 months to 1 year,9-Oct-21,"Lipitor (atorvastatin) for High Cholesterol 							""Doctor put me on Lipitor after my heart attack.   It destroyed my memory over 6 months.  Short term memory almost non-existent; large gaps in long term memory.  I’d meet someone on the street whom I’d worked with for 20 years and could not remember their name.",,,,
"It also made me a very nasty, rude, insulting person.  I lost several good friends because of nasty things I said, and destroyed a 20 year relationship.  My wife threatened to leave me if I didn’t stop taking it.  I stopped, my cholesterol went high again, and I don’t care.  That was ten years ago, and my short term memory has pretty much returned, but there are still large gaps in long term memory.   I don’t care how high my cholesterol goes; I will never take another statin.""""""",10-Jan,6,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8,,,,,
1686669383-122,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Benne...,Taken for 1 to 6 months,26-Sep-22,"For High Cholesterol 							""Thought I’d got away with no side effects for first month then the aches hit me. I got aches in my toes, ankles and arch of feet so bad I couldn’t walk. Stopped the Atorvastatin and by next day aches had gone. Doctor says I’m not suitable for statins and has told me to just watch what I eat . He told me that he would never take a statin because of the horrible side effects.""",10-Jan,3,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-123,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Prisc...,Taken for 2 to 5 years,20-Apr-22,"Lipitor (atorvastatin) for High Cholesterol 							""Previous experience with other statins and the fact that I have fibromyalgia pain on a regular basis should have been a red flag but wasn't.  It took 2 years to realize the tailbone pain and rectal bleeding were caused by lipitor,  but the light bulb finally lit, I went off lipitor,  symptoms subsided.  I even had a perfect colonoscopy while bleeding.  No more statins for me.""",10-Jan,4,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-124,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,JHR,25-Sep-17,,"For High Cholesterol 							""54 YO WM, former distance runner who sustained a career ending injury, and over a 3 year period, my Cholesterol slowly climbed to an unacceptable level. 210ish (with an HDL of 75) to 290. I have a family history but still that was a scary and surprising discovery.  My last Lipid panel before starting 20mg of Atorvastatin daily was: Total Cholesterol: 290; HDL: 43; LDL: 210; Non-HDL: 247; Triglycerides: 185.  8 months later after the atorvastatin, Total: 189; HDL: 47; LDL:114; Non HDL: 142; Triglycerides: 138. Zero side effects except for some weight gain that I can't totally pin back to the medication, and my Doc wants to up my dosage to 40MG per day to bring everything down another 25% or so, and to try to get my HDL into the 50s.  Perfect drug for me.""",10-Oct,13,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-125,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,TinaT...,25-Jun-17,,"For High Cholesterol 							""My husband has had high cholesterol for about 15 years tried to take Simvastatin but had bad side effects ... he is 64 and in quite good health he takes garlic. plant sterols and lecithin in his diet but now Dr wants him to try Artovastatin he really doesn't want to but I think maybe he should try it out""",,13,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-126,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Trader,Taken for 1 to 6 months,7-Dec-22,"For High Cholesterol, Familial Heterozygous 							""Took this for a few months-then developed diarrhea.  Quit the med and tried another statin-same effect.  They both lowered my cholesterol but I was not going to wear at diaper to do it!",,,,
"Now I am trying a Cholesterol Inhibitor.  We will see.  But I have no blockages near my heart (Cat Scan) and low pressure so I am not at risk.""""""",10-Jan,2,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8,,,,,
1686669383-127,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,super...,4-Dec-17,,"For High Cholesterol 							""After a single bypass I was put on Atonvastatin in end of May.  My first blood test after being on the drug was total= 147,   HDL 56,  LDL 70  and tri glycerides 106.  I went on vacation and did not take the drug for 3 to 4 weeks - also not the best eating habits on vacation - but felt good. Then had my second test and went up total 220 - HDL 66 ,  LDL 133, and tri 103. Dr said to get back on the med. I only take 10mg a day but I always feel tired now that I am back on. What I don't like is my Dr says they want my LDL down to 50 ?? To put thing in perspective - my test 9 month before surgery was total 212, HDL 57 LDL 143 tri 62 - also I am 68 and had been very active.""",10-May,12,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-128,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,NY12,Taken for 1 to 6 months,26-Aug-21,"For High Cholesterol 							""I was given Atorvastatin by my cardiologist one month ago. The first 10 days I only felt a bit tired in the evening. Then after 10 days I started experiencing stomach problem, felt bloathed all the time, gas in my belly, even though I don't eat anything that could cause it. I went to the ER twice because of the pressure I felt on my organs. I am not sure 100% yet but I think its the medicine. I stopped taking it, even though my doctor does not agree, because I want to see if I return the way I was before. I am feeling so sick all the time and before taking this medicine, I have never been to an ER and was never ill...""",10-Feb,5,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-129,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Terry,Taken for less than 1 month,22-Jun-17,"For High Cholesterol 							""Hi, I can't rate this medicine yet as I have only been on it 8 days,, I don't know my ratios but I know my cholesterol was 6.3, I haven't noticed any side effects yet but have to get another liver test in six weeks and a cholesterol test  after my 3 month course of atoravastatin,hope all goes well and don't get all these cramps, pain etc which I have read about on this forum. I will let you know my results in 3 months,,""",,12,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-130,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,George...,17-Jun-22,,"Lipitor (atorvastatin) for High Cholesterol 							""Just 10 days of Lipitor at 40mg per day and I have side effects of being nauseous, pain in right arm and back, muscle weakness. I feel really feel lousy all the time. Dropping my dose to 20 mg today..hope it works. My cholesterol is at 250.""",10-Apr,3,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-131,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Mike,Taken for 1 to 2 years,17-Nov-22,"For High Cholesterol 							""Lowered cholesterol but caused severe leg/muscle pain, joint pain, memory issues, GERD, insomnia, fatigue and a sense of being unwell, difficulty getting up from the couch, climbing stairs.  I tolerated it for over a year until I kindly but assertively said I’d no longer take it.""",10-Jan,2,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-132,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Kas,27-Dec-20,,"For High Cholesterol 							""After taking for 2 months I started to get pains in my achilles tendons could hardly walk 6 weeks going to private Physo no better stopped taking statins and and now slowly getting better 2 months on had never had anything like that in my life I am a 72 yr old very active  lady swim regularly this has been my saviour""",10-May,6,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669383-133,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Mark,Taken for 1 to 6 months,19-Oct-21,"For High Cholesterol, Familial Heterozygous 							""I was put on avorastatin for high cholesterol (300) genetic history.  I asked no questions.  Always accept that side effects are a given and diminish as my body adjusts.  Started to feel muscle aches in hips, shoulders, thighs. My knees ached.  I’m a runner and I felt horrible during and after runs.  I had no idea why this was occurring.  It dawned on me that these symptoms started when I went on the statin. Come to find out these are common side effects.  It’s like I have the flu constantly.  So my advice is don’t take this drug.  Sorry. I wish I could offer a positive story.""",10-Jan,4,8,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=8
1686669399-134,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Jeanne...,Taken for 1 to 6 months,4-Jan-23,"For High Cholesterol 							""This pill has terrible side effects. Makes my heart beat very fast for 60 minutes after taking it, my excellent memory is now gone and it overworks my diabetic kidneys big time. Stopped it completely last night. Exercise and a good diet are happening today.""",10-Jan,4,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7
1686669399-135,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Greyb...,Taken for 1 to 2 years,26-Mar-18,"For High Cholesterol 							""My old Doctor felt my cholesterol, while a little high, did not warrant taking a medication. He retired and the interim Dr. said she felt my numbers would be better by taking  atorvastatin 10 mg daily. My numbers came down, not as far as she would like, but good enough. I had no side effects so I have stayed on it for over a year. My new Dr. ran more tests and upped my dosage to 20 mg and numbers are down close to where he feels they should be. Still no side effects. Next refill, he wants to see how 40 mg does for lowering to where he wants me to be. I'm hopeful it will work and still no side effects. After reading what some other people's reactions to this medication, I feel pretty lucky.""",10-Oct,25,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7
1686669399-136,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Silvo,14-Feb-16,,"For High Cholesterol 							""After his 5th heart attack My hubby has been on 80mg of these for nearly months and he suffers pain and is now waking up with yellow bruises on him the hospital say he can't come off them. They are the only new thing hes had so know they are the problems""",10-Feb,32,7,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7
1686669399-137,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Sphen,5-Oct-19,,"For Prevention of Cardiovascular Disease 							""I was diagnosed with heart disease 10 weeks ago with main artery blocked 90%, other blocked 70% and some others 40% and 30%.  Underwent a stent for main blockage and cardiologist put me straight on medication including 80mg of Lipitor.  I suffer from reaction to medication and straight away had back pain mainly in middle and down right side. The plain was not good, but I decided I needed to beat this thing and the best way was to push through hoping my body would adjust.",,,,
,,,,,,,,,
"I underwent major lifestyle changes in what I ate and drank, exercised at least 150minutes a week and keep taking the Lipitor dispute the pain.  I can say that after about 10 weeks I have started to feel better. Cholesterol is down to 2.8, numbness on soul of feet is 90% better, back pain is also 80% better.  Feeling the best I have for years.  ",,,,,,,,,
"""	10-Sep	19	7	https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=7",,,,,,,,,
