ID,Review
287,"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""I used Zocor for first statin follin angioplasty December 2009. I must state that I have a high degree of sensitivity to medications and high degree of allergies. With Zocor, I experienced abdominal cramps increasing daily, muscle pain and off and on nausea. The cramps were a concern because I have experienced anemia in the past. My doctor, whom I trust with my life, suggested that I not take Zocor. After several months I had blood work, my LDH still higher than doctor wanted, so he prescribed Lipitor. I had same bad effects, but on a higher level. Fortunately, my doctor trusts my reports. There is one ""weird"" change that I have not shared with my doctor, but I am sharing with all of you. In several days, and increasingly, I am losing hair. Help me!"""
58,"For High Cholesterol 							""I take 10 mg daily. I have muscle, back as well as joint pain. Not sure if it is caused by statin. Will keep monitoring."""
276,"For High Cholesterol 							""I started taking Atorvastatin 20mg daily about 2-3 months ago, and started having weird side effects.   I noticed both legs, from the knee down, started having some pain and swelling.  The swelling was the worse.  The pain would have been bearable if that had been the only problem.   Another side effect was some nausea, and the ACID REFLUX, was worse than I had ever had since my initial diagnosis 30 years ago."
199,"For High Cholesterol, Familial Heterozygous 							""Side effects from atorvastatin meant that I stopped taking it : tendinitis in hands and ankles, muscle weakness that was debilitating. It gets better later  in the day but early morning is difficult.  I have high familial cholesterol about 8 (reduced via statins from 10) but the 40mg dose hasn't reduced it further and the side effects are dire for me: doc says other treatments are available but it will take 3 months to clear."""
81,"For High Cholesterol 							""My cholesterol has been lowered 50% by this medication. Very happy,no side effects."""
362,"Lipitor (atorvastatin) for High Cholesterol 							""At 40 mg, lipitor was too effective for me. My Total Cholesterol dropped from the 230's down to 138 in 4 weeks. The doctor covering for my regular doctor was thrilled. "
240,"For Prevention of Cardiovascular Disease 							""Six days on 20mg and I could not walk from pain in my feet! The pain in my arms, legs and back are horrendous.  This drug may be good for others but it is poison for this 81 yr. old.  I question why my Dr. Prescribed it for me.  It was not for cholesterol, my numbers are good.  Have very small amount of heart disease that I am willing to live with.  I hope that the damage done in six days will be history soon.  Can you believe I went from being very active to unable to barely function in just six days, and now they say it will be 3 to 4 weeks before I will be back to normal, I pray."""
244,"For High Cholesterol 							""Well,  got my lab results and my cholesterol is 311. Not good. Dr put me on 20mg generic lipitor daily. By the 9th day oh man I was a mess. Brain fog, stomach pain,  dizzy and kind of angry. So I decided to take the pill every other day. I read that it could be just as effective. It works wonders! No side effects taking 20mg every other day. My Dr don't know that I dropped down to every other day. She will know soon. I sent her an email just waiting for her to read it. So if daily dose is too much, try every other day or ask for the lower dose"""
50,"For High Cholesterol 							""Took atorvastatin for one month.  I experienced nosebleeds, eye and sinus pressure, dry sinus, muscle aches dull headache."
350,"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""Worst side effects I could imagine. The pelvic and leg pain was so bad I couldn't sleep for six days until my Dr told me to stop!! The pain was worse than anything I have experienced. Including child birth!!! Drs should not be so quick to jump to this drug!!!!! It also messed with my kidneys have been on antibiotics for 2 weeks trying to get them back to a normal level. My opinion BAD DRUG!!!!!!"""
104,"For High Cholesterol 							""I believe atorvastatin caused me to have restless legs and adversely effected my sleep.  My RLS is much better since I quit taking it."""
268,"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""I have been taking Lipitor for several years and developed severe leg and back pain.  It was hard just to walk.  I stopped taking it for one month and my leg and back pain went away.  Does anyone have an alternative to this destructive drug?  I have changed to a low-cholesterol diet, but I know I need to have a less harmful drug to keep my cholesterol down.  All comments are appreciated"""
167,"Lipitor (atorvastatin) for High Cholesterol 							""Doctor put me on Lipitor after my heart attack.   It destroyed my memory over 6 months.  Short term memory almost non-existent; large gaps in long term memory.  I’d meet someone on the street whom I’d worked with for 20 years and could not remember their name."
334,"Lipitor (atorvastatin) for High Cholesterol 							""About 2 weeks ago my Dr put me on Lipitor for my cholesterol. I've been having all kinds of side effects from it but I didn't realize it until today, I've been beside myself with itching, I keep getting these stinging sensations, like I'm being bitten by fire ants, I'm prone to insomnia (very severe) and it made it so much worse, despite the fact that I have been feeling I was coming down with something serious (constantly exhausted). I've even developed blisters in my NOSE! and I have the red spots it's insane. No joke I seriously have about 80% of the listed side effects even the unreported and rare. I hope no one ever has to deal with this craziness."""
158,"For High Cholesterol 							""Im a 51yr old male prescribed 10mg of Atorvastatin. I sleep much better with little leg cramps if any at all. I drink plenty of water which helps with cramps and dehydration which is my cause of leg cramps. I have no side effects of nightmares only good dreams that I can remember."""
251,"Lipitor (atorvastatin) for High Cholesterol, Familial Heterozygous 							""I have hereditary high cholesterol and have taken statins on and off since I was 15 years old. My overall cholesterol at age 15 was 370. It has ran as high as 460 when I wasn't taking a statin (usually Lipitor). "
149,"Lipitor (atorvastatin) for High Cholesterol 							""I have been using a Lipitor for  only one week but am feeling fatigue and muscle pains, my cholesterol drops down from 130 to 100, but too much side effect, I decided to stop and  now am feeling OK"""
